nct_id,brief_title,flash_triage,criterion_1_flash,criterion_2_flash,criterion_1_sol,criterion_2_sol,sol_audit,sol_reason,flash_sol_agreement,priority_for_human_review,human_decision_existing
NCT06953908,The Copenhagen Gender Identity Cohort,human_review,yes,unclear,yes,yes,likely_include,"The registry explicitly evaluates hormone-therapy effects, adverse effects, and treatment courses in a TGD population.",disagree,high,
NCT06969326,Topical Estrogen: Brief Intervention to Improve Postoperative Experience for Transgender Men Undergoing Hysterectomy,human_review,yes,unclear,yes,no,likely_exclude,Topical estradiol is used for postoperative wound treatment; background testosterone is not an analyzed GAHT variable.,disagree,high,
NCT06987045,Trans and Non-binary Prostate-Specific Antigen Reference Interval Determination Study,likely_include,yes,yes,yes,yes,agree_likely_include,"The preserved registry context explicitly includes a TGD population and gives GAHT an intervention, exposure, comparison, monitoring, pharmacologic, or analytic role.",agree,normal,
NCT07005648,Brazilian Registry of Menopausal Health,human_review,yes,unclear,yes,no,likely_exclude,"The study concerns menopausal hormone treatment and excludes hormonal gender reassignment, so the hormone indication is not GAHT.",disagree,high,
NCT07017595,Gender-affirming Voice Training With Visual Feedback,human_review,yes,unclear,yes,no,likely_exclude,"The registry explicitly includes a TGD population, but its preserved summary, interventions, eligibility, and outcomes give GAHT no research role; any hormone reference is absent or background.",disagree,high,
NCT07075731,Cervical and Endometrial Cancer Screening in Patients Seeking Gender-Affirming Hysterectomy,human_review,yes,unclear,yes,no,likely_exclude,"The registry explicitly includes a TGD population, but its preserved summary, interventions, eligibility, and outcomes give GAHT no research role; any hormone reference is absent or background.",disagree,high,
NCT07085715,Pan-Viral Screening and Linkage to Care Among GBMSM and Trans Women in Spain,human_review,yes,unclear,yes,no,likely_exclude,"The registry explicitly includes a TGD population, but its preserved summary, interventions, eligibility, and outcomes give GAHT no research role; any hormone reference is absent or background.",disagree,high,
NCT07092527,"Androgen Effects on the Reproductive Neuroendocrine Axis, 2025 Version",likely_include,yes,yes,yes,yes,agree_likely_include,"The preserved registry context explicitly includes a TGD population and gives GAHT an intervention, exposure, comparison, monitoring, pharmacologic, or analytic role.",agree,normal,
NCT07128771,Cardiomodulatory Effects of Gender-Affirming Hormone Therapy,likely_include,yes,yes,yes,yes,agree_likely_include,"The preserved registry context explicitly includes a TGD population and gives GAHT an intervention, exposure, comparison, monitoring, pharmacologic, or analytic role.",agree,normal,
NCT07145281,"Comparing the Effects of Sublingual Estradiol Treatment Versus Oral Estradiol With Cyproterone Acetate (CPA) Treatment on The Coagulation System in Transgender Women: A Prospective, Controlled Cohort Study",likely_include,yes,yes,yes,yes,agree_likely_include,"The preserved registry context explicitly includes a TGD population and gives GAHT an intervention, exposure, comparison, monitoring, pharmacologic, or analytic role.",agree,normal,
NCT07147166,Evaluating the Efficacy of Force Modulating Tissue Bridge Device in Preventing Hypertrophic Scars Following Gender-Affirming Mastectomy,human_review,yes,unclear,yes,no,likely_exclude,"The registry explicitly includes a TGD population, but its preserved summary, interventions, eligibility, and outcomes give GAHT no research role; any hormone reference is absent or background.",disagree,high,
NCT07148921,Perception of Pain During Gender Affirming Hormone Therapy,likely_include,yes,yes,yes,yes,agree_likely_include,"The preserved registry context explicitly includes a TGD population and gives GAHT an intervention, exposure, comparison, monitoring, pharmacologic, or analytic role.",agree,normal,
NCT07181551,Forward to Quit: A Person-centered Mobile Technology Intervention for Smoking Cessation Among Transgender Adults,human_review,yes,unclear,yes,no,likely_exclude,"The registry explicitly includes a TGD population, but its preserved summary, interventions, eligibility, and outcomes give GAHT no research role; any hormone reference is absent or background.",disagree,high,
NCT07187947,Cardiovascular Health of Transgender Individuals During the Gender-affirming Pathway,likely_include,yes,yes,yes,yes,agree_likely_include,"The preserved registry context explicitly includes a TGD population and gives GAHT an intervention, exposure, comparison, monitoring, pharmacologic, or analytic role.",agree,normal,
NCT07194226,Attitudes and Decision Regret Regarding Fertility Preservation in Transgender Individuals,human_review,yes,unclear,yes,no,likely_exclude,"The registry explicitly includes a TGD population, but its preserved summary, interventions, eligibility, and outcomes give GAHT no research role; any hormone reference is absent or background.",disagree,high,
NCT07252687,The Effect of Gender-affirmative Measures on Breast Perception in Trans Men,likely_include,yes,yes,yes,yes,agree_likely_include,"The preserved registry context explicitly includes a TGD population and gives GAHT an intervention, exposure, comparison, monitoring, pharmacologic, or analytic role.",agree,normal,
NCT07286123,Gender Affirming Vaginoplasty With Tubularized Augmented Peritoneal Cap (TAPCap) Utilizing Fish Skin Xenograft (Kerecis™),human_review,yes,unclear,yes,no,likely_exclude,"The registry explicitly includes a TGD population, but its preserved summary, interventions, eligibility, and outcomes give GAHT no research role; any hormone reference is absent or background.",disagree,high,
NCT07324967,A Standardized Counseling Approach to Preoperative Education in Transmasculine Individuals Receiving Gender-affirming Surgery,human_review,yes,unclear,yes,no,likely_exclude,"The registry explicitly includes a TGD population, but its preserved summary, interventions, eligibility, and outcomes give GAHT no research role; any hormone reference is absent or background.",disagree,high,
NCT07358897,Gender Affirming Hormone Therapy and Immune Function in Trans Individuals - The GIFT Study,likely_include,yes,yes,yes,yes,agree_likely_include,"The preserved registry context explicitly includes a TGD population and gives GAHT an intervention, exposure, comparison, monitoring, pharmacologic, or analytic role.",agree,normal,
NCT07394400,"Effects of Gender-Affirming Hormone Therapy on Cardiovascular, Metabolic, and Mental Health Outcomes in Transgender Adults.",likely_include,yes,yes,yes,yes,agree_likely_include,"The preserved registry context explicitly includes a TGD population and gives GAHT an intervention, exposure, comparison, monitoring, pharmacologic, or analytic role.",agree,normal,
NCT07400419,Effects of Resistance Exercise Among TGD Individuals Initiating Estrogen-Based Gender-Affirming Hormone Therapy,likely_include,yes,yes,yes,yes,agree_likely_include,"The preserved registry context explicitly includes a TGD population and gives GAHT an intervention, exposure, comparison, monitoring, pharmacologic, or analytic role.",agree,normal,
NCT07412509,"Can 3D Modeling Enhance Patient Understanding, Education, and Surgical Outcomes in Gender Affirming Peritoneal Vaginoplasty?",human_review,yes,unclear,yes,no,likely_exclude,"The registry explicitly includes a TGD population, but its preserved summary, interventions, eligibility, and outcomes give GAHT no research role; any hormone reference is absent or background.",disagree,high,
NCT07417787,Point of Care Tests in the Management of Very Early Medical Abortion,human_review,yes,unclear,no,no,likely_exclude,The point-of-care abortion study does not explicitly include a TGD population and does not study GAHT.,disagree,high,
NCT07480590,"GLOW: Gender-Affirming Care and Mental Health: A Longitudinal Study On Quality of Life, Work Life, and Healthcare Outcomes",human_review,yes,unclear,yes,no,likely_exclude,"The registry explicitly includes a TGD population, but its preserved summary, interventions, eligibility, and outcomes give GAHT no research role; any hormone reference is absent or background.",disagree,high,
NCT07481942,Body Composition Assessment in Transgender Population.,likely_include,yes,yes,yes,yes,agree_likely_include,"The preserved registry context explicitly includes a TGD population and gives GAHT an intervention, exposure, comparison, monitoring, pharmacologic, or analytic role.",agree,normal,
NCT07509827,Evaluation of mHealth Intervention to Promote HIV Prevention and Overcome Stigma Among Transgender Women (EMPOW.HER),human_review,yes,unclear,yes,no,likely_exclude,"The registry explicitly includes a TGD population, but its preserved summary, interventions, eligibility, and outcomes give GAHT no research role; any hormone reference is absent or background.",disagree,high,
NCT07512856,The Implementation of a Trans-tailored Harm Reduction Service for Transgender Persons in Relation to chemsEX and Substance Use (iT-REX),human_review,yes,unclear,yes,no,likely_exclude,"The registry explicitly includes a TGD population, but its preserved summary, interventions, eligibility, and outcomes give GAHT no research role; any hormone reference is absent or background.",disagree,high,
NCT07516691,Evaluation of a New Strategy to Approach the Transgender Sex Worker Populations and Their Clients for Access to a Preventive Sexual Health System Through the ORTIF Digital Teleconsultation Solution,human_review,yes,unclear,yes,no,likely_exclude,"The registry explicitly includes a TGD population, but its preserved summary, interventions, eligibility, and outcomes give GAHT no research role; any hormone reference is absent or background.",disagree,high,
NCT07542964,Transgender Analysis of Nephrological Studies Focused on Renal Metrics,likely_include,yes,yes,yes,yes,agree_likely_include,"The preserved registry context explicitly includes a TGD population and gives GAHT an intervention, exposure, comparison, monitoring, pharmacologic, or analytic role.",agree,normal,
NCT07624747,Brain Health in Transgender Adults,likely_include,yes,yes,yes,yes,agree_likely_include,"The preserved registry context explicitly includes a TGD population and gives GAHT an intervention, exposure, comparison, monitoring, pharmacologic, or analytic role.",agree,normal,
NCT07661823,"QAIAx (AIhealth4U) - AI Public Health Central: Microcity-A (re Quantum AI Agency Aka AI City Hall Project, UPSTO App Nos. 64/074,526, 64/063,557, 63/903,181, 63/729,428",human_review,yes,unclear,yes,no,likely_exclude,"Gender dysphoria is an explicit target condition, but the AI-managed behavioral intervention has no GAHT research component.",disagree,high,
NCT07681908,#TranscendentHealth: A Text Messaging Pregnancy Prevention Program for Transgender Boys,human_review,yes,unclear,yes,no,likely_exclude,"The registry explicitly includes a TGD population, but its preserved summary, interventions, eligibility, and outcomes give GAHT no research role; any hormone reference is absent or background.",disagree,high,
NCT07699159,Cohort Network for Adolescents and Youth With multipLe Mental Health Conditions,human_review,yes,unclear,unclear,no,likely_exclude,"A broad youth mental-health cohort measures gender dysphoria and gender expression, but does not explicitly define a TGD population or study GAHT.",disagree,high,
NCT07729644,Evaluation of State-Level Sexual and Gender Minority Laws for the Primary Prevention of Sexual and Intimate Partner Violence Among Sexual and Gender Minority Youth in the U.S.,human_review,yes,unclear,yes,no,likely_exclude,"The registry explicitly includes a TGD population, but its preserved summary, interventions, eligibility, and outcomes give GAHT no research role; any hormone reference is absent or background.",disagree,high,
NCT07746999,North Jersey Community Research Initiative (NJCRI) Study on Transgender Liver Health,likely_include,yes,yes,yes,yes,agree_likely_include,"The preserved registry context explicitly includes a TGD population and gives GAHT an intervention, exposure, comparison, monitoring, pharmacologic, or analytic role.",agree,normal,
